"Guid","AnnualRevenue","Assetphone__c","City","Company","Country","Description","Email","EmailBouncedReason","FirstName","GeocodeAccuracy","Industry","IsConverted","IsUnreadByOwner","Jigsaw","LastName","Latitude","LeadSource","Longitude","NumberOfEmployees","Phone","PostalCode","Rating","Salutation","State","Status","Street","Test_checkbox__c","Test_currency__c","Test_dateFields__c","Textfield__c","Title","Website"
2c9941cc-6c94-4069-9aec-fa5eae75b1a6,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
2cc9224f-bb73-4896-9eb6-e8c3a2128bbb,"#N/A","#N/A","#N/A",A1,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",Al5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
31e65c65-86a9-4928-8b55-1dca4f539a6f,"#N/A","#N/A","#N/A",not1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",hot1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
371d47f2-dbb8-4fca-a961-6c18ee6e88f1,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
38595f5e-b2ce-438a-b279-cfe4beda1c6b,"#N/A","#N/A","#N/A",any1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",any,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
3871be08-738b-4799-9fbf-4875946abd2e,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
3a1af28e-6368-4a31-a5d1-56366134cd08,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
3bf30551-3d93-4ab5-8009-50901cb08485,"#N/A","#N/A","#N/A",A1,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",Al5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
40e86da4-8cca-4357-bfdb-7c3a19d780ad,"#N/A","#N/A","#N/A",not1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",hot1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
46a61353-805b-4b9c-a0c1-1c049b3c3eec,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
4811b0ef-c642-4ad0-b16a-10653e40bf36,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
4baa2102-746f-43b3-9b6a-209593a87b92,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
4cb18e29-86e6-41a6-ac3d-d2cbf0ec878c,"#N/A","#N/A","#N/A",any1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",any,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
4e830a0e-3cbd-4808-a2b1-89735e25f189,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
4ef35e75-4ce4-4177-b92c-b2553d0bc9a5,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
50480896-d9f1-468d-8df6-3553fa8880fa,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
50716dec-78c4-4aca-bfcc-d006394578ef,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
52272026-72d5-4536-8058-0ca9d3deb557,"#N/A","#N/A","#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
535d623b-2340-4368-8569-5b44fbb53b50,"#N/A","#N/A","#N/A",two,"#N/A","#N/A","#N/A","#N/A",test,"#N/A","#N/A",false,false,"#N/A",two,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
539614f3-a296-4ee8-bf5f-7d49d290904c,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
54647c41-64f7-4ed3-93be-137f77509c1b,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
54b7a986-b08d-45a0-8e8f-5742b551a338,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
5d0d0f75-b67c-4407-a9f9-9506fc2c8df9,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
601b86f0-e60a-4d97-b072-390b68e78d55,"#N/A","#N/A","#N/A",A1,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,false,"#N/A",Al5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
6360b711-4183-45a4-9679-f70d8db169c0,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
63e2d554-fcf9-444e-9d94-0b6b9fab7828,"#N/A","#N/A","#N/A",checkn1,"#N/A","#N/A","#N/A","#N/A",First,"#N/A","#N/A",false,false,"#N/A",checkin,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
6464affd-7d7e-4c1b-a488-e8db56a084f6,"#N/A","#N/A","#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
656494f6-3008-46b0-85ba-b2dbbd910176,"#N/A","#N/A","#N/A",A1,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",Al5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
6a2204c6-d23e-4aeb-91d5-87ffde9ae256,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
6db241dc-76c3-4ef0-856f-0e9150b07b20,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
6dc71998-942e-49f1-9d6d-9550c6b71de1,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
728c32e8-21e8-4d20-9e1f-17c4e17a42ac,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
732beb3b-1395-4e14-be76-12d0bdb08946,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
7482e915-ed56-4ca6-9c06-bed58fa19453,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
7a873788-1def-499d-8746-13eaade8a8e2,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
7b94412f-5ad2-4a61-8ca2-86e898c829f3,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
7e56ebcf-7699-4c81-8bad-a3f0ca78ec28,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
80ad9331-b5e4-4419-af13-c1e6d3b1033f,"#N/A","#N/A","#N/A",not1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",hot1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
89dfe44f-7e18-4a31-95f7-b1a3da4cc529,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
8efe4e1b-3cd7-4cbf-aae4-1b206aafe636,"#N/A","#N/A","#N/A",sss,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",dsada,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Nurturing,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
90f4781b-4306-40d8-ac4c-bb645088b05b,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
97f6c557-eb47-40cf-9909-b20c6ff74115,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
9d30e5b3-a13b-4065-80a4-1965f18a1d65,"#N/A","#N/A","#N/A",comp2,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",3,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a027de86-1665-4de1-b0c2-ea5c4128deb8,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a0e79144-c0d0-482e-a3db-76f8ce245854,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a1aefce1-d4e9-4b60-b3f8-4f838a04d211,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a3d0f884-9c57-4cb5-8fe4-7ba3190ef37a,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a503194a-50c4-41c2-b8d1-ee66472460fd,"#N/A","#N/A","#N/A",any1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",any,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
a9031b54-d408-4d8f-992c-ad509ff3f023,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ab7eb4b0-7644-468c-a6d7-714b27b18446,"#N/A","#N/A","#N/A",MyGreatCompany,"#N/A","#N/A","#N/A","#N/A",Jean,"#N/A","#N/A",false,false,"#N/A",Chung,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
af31e1b3-f3dc-42ca-8d1e-6f588425fab5,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
b71b4cdb-9254-4f27-b0bc-fdcf9d294c3d,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ba679f7d-12c0-4ea6-88f7-006b803621bf,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
bd67f5a8-608e-4da0-90b6-7678dd29839b,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c04321c6-5d90-4d68-a1b9-e5c58828a26a,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c0b21950-2c48-4f9f-9c98-8085749bd86b,"#N/A","#N/A","#N/A",5,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c20be498-82b8-4013-8f28-2415df6e3b8f,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c4674ed1-1b66-4f13-add9-068ec0e27f9c,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c732293a-fdbb-4a21-a2b6-f701bb05822c,"#N/A","#N/A","#N/A",A1,"#N/A","#N/A","#N/A","#N/A",Lead,"#N/A","#N/A",false,true,"#N/A",Al5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
c8cc48d1-0a9f-48bd-ba9f-047b2cc742c6,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ca58ab85-2979-4d5f-8be7-771267bc112f,"#N/A","#N/A","#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
d0326a94-2947-47ac-9342-2fe2d8b35f72,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
d05abec5-29ef-437b-bfcc-23f0a3167a1e,"#N/A","#N/A","#N/A",not1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",hottttt1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
d805f50a-772b-4dd6-9249-f2e126a997e5,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
